LINK,ANNO,AMBIENTE (BLOG/NEWS/SITI DI PRIVATI/ENTI PUBBLICI/ACADEMIC/SOCIAL/WIKI)
http://www.learnmanx.com/cms/media/chris%20lewin/Manx%20Column_July_2014.pdf,2014,news
http://curia.europa.eu/juris/document/document.jsf?docid=138782&doclang=EN,2013,enti pubblici
http://www.lexology.com/library/detail.aspx?g=87095f02-06be-473b-978b-413650b157da,2014,privati lawier
https://inforrm.wordpress.com/2014/11/18/do-we-remember-the-point-of-the-right-to-be-forgotten-paul-bernal/,2014,news
http://blogues.radio-canada.ca/triplex/2014/09/30/catherine-mathys-9/,2014,news
http://www.solv.nl/weblog/hof-van-justitie-google-moet-op-verzoek-zoekresultaten-verwijderen/19936,2014,blog
http://njb.nl/blog/een-arrest-om-niet-te-vergeten.12196.lynkx,2014,blog lawyer
http://www.fabiomiliucci.it/blog/6-mario-costeja-gonzalez-vs-google-spain,2014,blog internet
http://www.rpc.co.uk/index.php?option=com_easyblog&view=entry&id=1121&Itemid=107,2014,blog
http://www.2civility.org/do-lawyers-have-a-right-to-be-forgotten/,2014,privati lawier
http://www.merca20.com/google-va-ganando-la-batalla-vs-el-derecho-al-olvido/,2013,privati lawier
http://www.brisbanetimes.com.au/comment/charles-waterstreet-the-law-is-full-of-ironies--the-more-privacy-we-seek-the-more-that-is-seen--take-barbara-streisand-20141018-117u0w.html,2014,news
http://www.ip-watch.org/2014/07/04/the-european-right-to-be-forgotten-might-be-a-pandoras-box/,2014,privati lawier
http://www.opensocietyfoundations.org/voices/whats-wrong-erasing-information-web,2014,privati lawier
https://thesauro.wordpress.com/category/mario-costeja/,2014,privati lawier
http://www.pcworld.com/article/2154281/europes-top-court-orders-google-to-forget.html,2014,news
http://www.brunchnews.com/tag/mario-costeja-gonzalez-news,2014,news
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070nl.pdf,2014,enti pubblici
http://curia.europa.eu/juris/document/document.jsf?docid=152065,2014,enti pubblici
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070da.pdf,2014,enti pubblici
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070pt.pdf,2014,enti pubblici
http://gestion.pe/tecnologia/derecho-al-olvido-google-2097398,2014,news
http://www.lexology.com/library/detail.aspx?g=44951573-0dda-49ab-95c4-cdd2e4fa8416,2014,privati lawier
http://blog.historians.org/2014/06/historians-potential-consequences-right-forgotten-ruling/,2014,blog
http://www.thewire.com/global/2014/05/eu-court-says-google-must-delete-some-links-when-asked/370065/,2014,news
http://www.lemondeinformatique.fr/actualites/lire-la-cour-de-justice-europeenne-impose-le-droit-a-l-oubli-a-google-57455.html,2014,privati Informatici
http://reason.com/archives/2014/05/21/the-expurgated-internet,2014,privati
https://www.huntonprivacyblog.com/2014/12/articles/article-29-working-party-issues-opinion-implementation-cjeu-ruling-costeja/,2014,blog lawyer
http://romancatholicimperialist.blogspot.it/2014/05/ricky-gervais-mr-x-who-had-affair-with.html,2014,blog
http://www.dorsey.com/eu-european-union-search-engine-privacy/,2014,privati
http://www.internet-law.de/2014/05/the-ecj-is-right-the-result-is-wrong.html,2014,accademic
http://europa.eu/rapid/press-release_CJE-13-77_en.htm,2013,enti pubblici
http://www.ilsole24ore.com/art/norme-e-tributi/2014-05-13/google-corte-ue-articoli-indesiderati-vanno-rimossi--105050.shtml?uuid=ABvy3qHB,2014,news
http://www.elconfidencial.com/tecnologia/2013/06/26/google-ganara-siempre-porque-tiene-tentaculos-en-todas-partes-5165/,2013,news
http://thenextweb.com/insider/2014/05/15/politician-paedophile-doctor-already-asked-google-forgotten-says-bbc/,2014,blog internet
http://nyhederne.tv2.dk/samfund/2014-05-13-domstol-man-skal-have-ret-til-blive-glemt-p%C3%A5-nettet,2014,news
http://hrlr.oxfordjournals.org/content/14/4/761.full,2014,news
https://decorrespondent.nl/1171/Google-moet-links-gaan-verwijderen-Wat-betekent-dat-/36015276-743f654b,2014,blog
http://www.magazinespain.com/tag/mario-costeja-gonzalez/,2014,news
http://www.computerundrecht.de/37206.htm,2014,privati Informatici
http://blogs.essex.ac.uk/hrc/2014/05/13/google-spain-freedom-of-expression-and-the-right-to-be-forgotten/,2014,accademic
http://irights.info/artikel/oeffentlichkeit-kennt-keine-beschraenkte-teilnehmerzahl/23173,2014,privati lawier
http://irights.info/artikel/der-eugh-google-und-das-vergessen-was-sagt-das-urteil-wirklich/23027,2014,privati lawier
http://eldia.es/sociedad/2014-05-13/13-Mario-Costeja-Google-era-gran-herramienta-ahora-es-perfecta.htm,2014,news
http://www.diariocordoba.com/noticias/sociedad/mario-costeja-impulsor-demanda-ya-no-lucho-por-van-detras_812590.html,2013,news
http://www.information.dk/telegram/497302,2014,news
http://www.geoado.com/actualites/google-justice-e-reputation-oubli-57218,2014,news
http://www.g00dt0kn0w.com/contourner-droit-oubli-google,2014,news
http://blog.wikimedia.org/2014/08/06/european-court-decision-punches-holes-in-free-knowledge/,2014,blog
http://curia.europa.eu/juris/document/document.jsf?docid=153853&doclang=EN,2014,enti pubblici
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070el.pdf,2014,enti pubblici
http://www.technollama.co.uk/you-have-the-right-to-be-forgotten,2014,blog internet
http://sainformacio.com/other/16-costeja-gonzlez-and-a-memorable-fight-for-the-right-to-be-forgotten.html,2014,privati
http://www.pbs.org/newshour/rundown/europes-high-court-upholds-right-forgotten-web/,2014,news
http://www.crocels.info/news/5783/mario-costeja-gonzalez-ruling-unlawful/,2014,privati Informatici
http://www.theglobeandmail.com/globe-debate/editorials/a-right-to-be-forgotten-forget-about-it/article18650111/,2014,news
http://www.rdj.ie/publications/media_law/Media%20Law%20Bulletin_July%202014.pdf,2014,privati lawier
http://www.newyorker.com/magazine/2014/09/29/solace-oblivion,2014,news
http://www.wsj.com/articles/google-starts-removing-search-results-under-europes-right-to-be-forgotten-1403774023,2014,news
http://blog.ericgoldman.org/archives/2014/08/primer-on-european-unions-right-to-be-forgotten-excerpt-from-my-internet-law-casebook-bonus-linkwrap.htm,2014,blog lawyer
http://cs.wikipedia.org/wiki/Pr%C3%A1vo_na_zapomn%C4%9Bn%C3%AD,2014,wikipedia
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070hu.pdf,2014,enti pubblici
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070sl.pdf,2014,enti pubblici
http://blog.krollontrack.co.uk/top-tips/5-things-need-know-right-forgotten/,2014,blog internet
http://cde.uv.es/documentos/menujuris/item/12867-sentencia-tjue-asunto-c-131-12-google-spain-s-l-google-inc-agencia-espanola-de-proteccion-de-datos-mario-costeja-gonzalez-de-13-de-mayo-de-2014.html,2014,accademic
http://www.downloadblog.it/post/108313/diritto-a-essere-dimenticati-google-perde-la-prima-causa-in-europa,2014,news
"http://wyborcza.biz/biznes/1,100896,13468372,Czy_mozna_zniknac_z_wyszukiwarki_internetowej_.html",2013,news
http://www.franceculture.fr/sites/default/files/2014/05/13/4849378/fichiers/CP140070FR.pdf,2014,enti pubblici
http://www.latimes.com/opinion/editorials/la-ed-google-privacy-eu-20140515-story.html,2014,news
http://www.medialaws.eu/court-of-justice-of-the-european-union-judgment-in-case-c-13112-google-spain-sl-google-inc-v-agencia-espanola-de-proteccion-de-datos-mario-costeja-gonzalez/,2014,privati lawier
http://www.click.co.uk/blog/google-forced-to-delete-irrelevant-links-about-individuals-from-results-pages/,2014,blog
https://www.digitale-gesellschaft.ch/2014/08/25/die-wichtigsten-punkte-aus-dem-urteil-zum-recht-auf-vergessenwerden/,2014,privati lawier
http://www.mcgarrsolicitors.ie/wp-content/uploads/2014/05/CJEU-Judgment-Google-v-AEPD.pdf,2014,enti pubblici
http://johnetherton.com/,2014,news
http://lauremarino.blogspot.it/2014/07/droit-oubli-numerique-consacre-par-cjue-arret-Google.html,2014,blog lawyer
http://www.theguardian.com/media/2014/nov/13/google-french-arm-fines-right-to-be-forgotten,2014,news
https://www.linkedin.com/pulse/20141114172634-105360954-5-things-you-need-to-know-about-the-right-to-be-forgotten,2014,social
http://www.elconfidencial.com/tecnologia/2013/06/25/google-se-la-juega-hoy-en-europa-5152/,2013,news
http://www.iowastatedaily.com/dct/article_2a55919e-6f2d-11e4-85bf-cf780f5001a1.html,2014,news
http://www.afp-medienrecht.de/38571.htm,2014,privati
http://giplatform.org/resources/european-right-be-forgotten-might-be-pandora%E2%80%99s-box,2012,privati lawier
http://www.slideshare.net/jaspurewal/jp-ie-presentation-cloud-gaming-the-key-legal-issues-may-2014,2014,privati
http://www.rainews.it/dl/rainews/articoli/google-responsabile-di-dati-pubblicati-da-tersi-corte-ue-da-ragione-a-cittadino-spagnolo-che-aveva-querelato-il-motore-di-ricerca-039eb3e4-b192-430a-b9f5-9a8f5cefe7e1.html,2014,news
http://expresso.sapo.pt/google-um-vicio-grande-demais-para-ser-vencido=f871153,2014,news
http://www.rechtsanwaltskanzlei-urheberrecht.de/news/Aktuelles_zum_Urheberrecht_1/Europaeischer_Gerichtshof_bejaht_das_Recht_vergessen_zu_werden_durch_Google_Urteil_vom_13.05.2014_Rechtssache_C-131_12,2014,privati lawier
http://swarb.co.uk/google-spain-sl-v-agencia-espanola-de-proteccion-de-datos-aepd-gonzalez-ecj-25-jun-2013/,2014,privati lawier
http://web.docuticker.com/go/docubase/72050,2014,news
http://www.lexology.com/library/detail.aspx?g=bac644d9-224f-43a9-a751-a5616b466ce8,2014,privati lawier
http://theconversation.com/google-court-ruling-creates-a-more-forgetful-internet-26696,2014,news
http://www.lexvivo.com/2014_05_01_archive.html,2014,blog lawyer
http://curia.europa.eu/juris/document/document_print.jsf;jsessionid=9ea7d2dc30d5af5b3b572faf47328d83e139838f5c2d.e34KaxiLc3qMb40Rch0SaxuNbh90?doclang=FI&text=&pageIndex=0&part=1&mode=DOC&docid=152065&occ=first&dir=&cid=411646,2014,enti pubblici
http://www.csmonitor.com/Commentary/the-monitors-view/2014/0514/In-Google-searches-of-names-a-right-to-be-forgiven,2014,news
http://venturebeat.com/2014/08/04/eus-right-to-be-forgotten-law-hits-wikipedia/,2014,news
http://www.traublieberman.com/cyber-law/2014/1113/5589/,2014,blog
http://betanews.com/2014/05/13/privacy-victory-google-told-that-people-have-a-right-to-be-forgotten-online/,2014,privati Informatici
http://www.isidorsfugue.com/2014/12/european-union-wants-more-effective-and.html,2014,news
http://netzwertig.com/2014/05/15/recht-auf-vergessen-suchmaschinenoptimierung-ist-besser-als-rechtsstreit/,2014,privati
http://www.eurescom.eu/news-and-events/eurescommessage/eurescom-message-1-2014/news-in-brief.html,2014,privati lawier
http://www.pcpro.co.uk/other/1000127/what-is-the-right-to-be-forgotten,2014,blog internet
http://www.majedkhalil.info/mario-costeja-gonzalez/,2014,blog internet
http://eur-lex.europa.eu/legal-content/FI/TXT/?uri=CELEX:62012CJ0131,2014,enti pubblici
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070lt.pdf,2014,enti pubblici
http://curia.europa.eu/juris/liste.jsf?language=es&num=C-131/12,2014,enti pubblici
http://internationalbarassociation.wordpress.com/2014/06/20/right-to-be-forgotten-ruling-sparks-fresh-debate-over-privacy-and-freedom-of-expression/,2014,blog lawyer
http://www.law.kuleuven.be/strafrecht/BijlagenENGenNEDL/google-case,2014,privati lawier
http://hrlr.oxfordjournals.org/cgi/content/short/ngu033v2?rss=1,2014,news
http://hemeroteca.lavanguardia.com/preview/1998/03/09/pagina-13/33837533/pdf.html,2011,news
http://www.degruyter.com/view/j/cri.2014.15.issue-4/cri-2014-0403/cri-2014-0403.xml,2014,privati lawier
http://www.complianceweek.com/blogs/global-glimpses/eu-court-affirms-right-to-be-forgotten-in-landmark-data-privacy-case#.VJBB0mSG9y8,2014,blog
http://www.elconfidencial.com/tecnologia/2013/03/19/el-gran-inquisidor-un-espanol-defiende-a-google-en-bruselas-4491,2013,news
http://www.laopinioncoruna.es/sociedad/2014/05/13/mario-costeja-google-gran-herramienta/840310.html,2014,news
http://www.lavanlegal.com.au/index.php/publications/publicationdetail/who_remembers_a_name_or_a_criminal_conviction_the_european_court_of_justice,2014,privati lawier
https://noticiasmicrojuris.files.wordpress.com/2014/06/mj-doc-6736-ar.pdf,2014,accademic
http://www.globalhrlaw.com/resources/google-ruling-leaves-employers-searching-for-answers-on-data,2014,privati lawier
http://curia.europa.eu/juris/liste.jsf?language=de&num=C-131/12,2014,enti pubblici
http://www.wsj.com/news/articles/SB10001424052702303851804579560133832596124?mod=brieflyrelnews,2014,news
http://lawjusticejournalism.org/2014/05/13/google-spain-freedom-of-expression-and-the-right-to-be-forgotten/,2014,blog lawyer
http://www.fattodiritto.it/diritto-alloblio-ed-internet-il-caso-di-google/,2014,news
http://www.timebase.com.au/news/2014/AT258-article.html,2014,privati lawier
http://www.mckinty-wright.co.uk/category/articles/,2014,privati lawier
http://www.droit-medias-culture.com/CJUE-Google-Spain-SL-Google-Inc.html,2014,privati lawier
http://www.telegraph.co.uk/technology/google/10945812/Google-restores-links-to-Telegraphs-deleted-articles.html,2014,news
http://phys.org/news/2014-05-freedom-forgotten.html,2014,news
http://punto-informatico.it/4048752/PI/News/ue-google-sia-arbitro-dell-oblio.aspx,2014,news
http://www.theguardian.com/technology/2014/oct/21/right-to-be-forgotten-who-may-exercise-power-information,2014,news
http://www.briemlaw.at/de/aktuelles/costeja-vs-google,2014,accademic
http://elpasonews.org/2014/06/google-teaches-us-dangers-passive-personality-principle/,2014,news
http://www.nuv.nl/downloadcentrum/persbericht-google-recht-vergeten-te-worden.474245.lynkx,2014,enti pubblici
http://www.lexology.com/library/detail.aspx?g=b1e0243c-36c0-482b-b325-e718f9794e00,2014,privati lawier
http://www.beobachter.ch/konsum/multimedia/artikel/google_google-droht-neue-klage-wegen-loeschungspflicht/,2014,news
https://www.google.com/search?q=%22mario+costeja+gonzalez%22&num=100&biw=1436&bih=802&ei=ammPVKLsFIHlUqfNgegP&start=300&sa=N&filter=0,2014,news
http://www.netzpiloten.de/das-recht-auf-vergessen-gefaehrdet-die-pressefreiheit/,2014,blog
http://europa.eu/rapid/press-release_CJE-14-70_sv.htm,2014,enti pubblici
http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:62012CJ0131,2014,enti pubblici
http://www.wsj.com/news/articles/SB10001424052702303851804579560133832596124?mod=_newsreel_2,2014,news
http://edition.cnn.com/2014/05/13/business/google-right-to-be-forgotten/,2014,news
http://www.ovslaw.com/vida-privada-vs-interes-publico-una-lectura-de-la-sentencia-tjue-1352014/,2014,privati lawier
http://blawblaw.se/2014/06/do-we-need-an-international-law-doctrine-of-selective-legal-compliance-to-protect-internet-intermediaries/,2014,blog lawyer
http://derechoaleer.org/media/files/olvido/LVG19980119-023.pdf,2014,privati Informatici
http://www.epravo.cz/top/clanky/pravo-byt-zapomenut-a-dalsi-dopady-rozsudku-sdeu-c-13112-google-spain-94498.html,2014,privati Informatici
http://www.slate.com/blogs/future_tense/2014/12/11/google_news_is_ditching_spain_because_of_the_terrible_google_tax.html,2014,news
http://conflictoflaws.net/2014/ecj-rules-on-territorial-reach-of-eu-data-protection-law/,2014,privati lawier
http://edelmaneditions.com/2014/05/google-never-forgets/,2014,blog
http://www.linkiesta.it/sentenza-corte-ue-google,2014,news
http://blog.wolterskluwer.ro/2014/05/cauza-c-13112-google-spain-sl-google-inc-agencia-espanola-de-proteccion-de-datos-mario-costeja-gonzalez/,2014,blog lawyer
http://www.theweek.co.uk/technology/58531/google-ruling-an-attack-on-freedom-says-rights-group,2014,news
http://www.conjur.com.br/2014-mai-28/direito-comparado-direito-apagar-dados-decisao-tribunal-europeu-google-espanha,2014,privati lawier
http://curia.europa.eu/juris/document/document.jsf?docid=123131&doclang=DE,2012,enti pubblici
http://curia.europa.eu/juris/document/document.jsf?docid=138782&,2013,enti pubblici
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070bg.pdf,2014,enti pubblici
http://curia.europa.eu/juris/liste.jsf?language=el&num=c-131/12,2014,enti pubblici
http://www.venice.coe.int/webforms/documents/?pdf=CDL-JU(2014)014-e,2014,enti pubblici
http://www.mondaq.com/x/256196/data+protection/Opinion+Of+EU+Advocate+General+On+Right+To+Be+Forgotten+And+Territorial+Application+Of+Data+Protection+Rules+To+Search+Engines,2013,enti pubblici
http://www.dataguardsman.co.uk/google-the-new-ozymandias/,2014,privati Informatici
http://fortune.com/2014/10/07/right-to-be-forgotten/,2014,news
http://www.engadget.com/2014/06/02/right-to-be-forgotten-explainer/,2014,privati Informatici
http://www.raoe.at/news/single/archive/urteil-eugh-google-recht-auf-vergessen/,2014,accademic
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070sk.pdf,2014,enti pubblici
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070hr.pdf,2014,enti pubblici
http://curia.europa.eu/juris/liste.jsf?language=fi&num=C-131/12,2014,enti pubblici
http://curia.europa.eu/jcms/upload/docs/application/pdf/2013-06/cp130077fr.pdf,2013,enti pubblici
http://www.pri.org/stories/2014-05-13/europeans-can-now-request-information-about-themselves-be-removed-web,2014,news
http://indianexpress.com/article/technology/technology-others/six-things-you-need-to-know-about-right-to-be-forgotten-ruling/,2014,news
http://www.legavox.fr/blog/maitre-anthony-bem/internet-google-condamne-supprimer-contenus-14925.pdf,2014,blog lawyer
http://www.talkingnewmedia.com/2014/05/13/eu-court-of-justice-rules-against-google-in-link-case-reaffirms-right-to-be-forgotten/,2014,blog internet
http://hrlr.oxfordjournals.org/content/early/2014/10/30/hrlr.ngu033.short?rss=1,2014,privati lawyer
https://crepello.wordpress.com/,2014,blog
http://www.saintylaw.com.au/2014/05/19/eu-right-to-be-forgotten/,2014,privati lawyer
http://europeanlawblog.eu/?tag=right-to-be-forgotten,2014,blog lawyer
http://www.euinside.eu/en/news/individual-freedom-and-freedom-of-expression-data-protection,2014,news
http://www.hbo.com/#/schedule/detail/Last+Week+Tonight+with+John+Oliver+04/599497,,
http://blog.zwillgen.com/2014/05/13/right-erasure-already-regulators-disgruntled-people-win-greater-control-search-results/,2014,blog internet
http://www.arthurcox.com/publications/law-society-gazette-cover-story-anna-morgan-july-2014/,2014,privati lawyer
http://www.thetimes.co.uk/tto/law/article4102380.ece,2014,news
http://euobserver.com/news/124125,2014,news
http://www.leggioggi.it/wp-content/uploads/2014/05/sentenza-corte-di-giustizia.pdf,2014,news
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070ro.pdf,2014,enti pubblici
http://www.bdifferent.ie/blog/seo#.VJCw8yuG-So,2014,blog internet
https://www.ifex.org/europe_central_asia/2014/07/21/right_forgotten/,2014,privati informatici/associazione
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070et.pdf,2014,enti pubblici
http://www.addleshawgoddard.com/view.asp?content_id=7492&parent_id=6323,2014,privati lawyer
http://europeanlawblog.eu/?tag=google,2014,blog lawyer
http://www.ft.com/cms/s/0/157eecaa-db82-11e3-b112-00144feabdc0.html#axzz3M6OwYOzr,2014,news
http://www.ft.com/intl/cms/s/0/eccff7f6-dc3d-11e3-8511-00144feabdc0.html#axzz3M6OwYOzr,2014,news
http://www.lambadarioslaw.gr/newsletter/may_2014.pdf,2014,privati lawyer
http://www.cr-online.de/38571.htm,2014,privati lawyer
http://curia.europa.eu/juris/fiche.jsf?id=C%3B131%3B12%3BRP%3B1%3BP%3B1%3BC2012%2F0131%2FJ,2014,enti pubblici
http://www.bto.co.uk/blog.aspx,2014,blog lawyer
http://eur-lex.europa.eu/legal-content/PL/TXT/?uri=CELEX:62012CJ0131,2014,enti pubblici
http://www.arthurcox.com/wp-content/uploads/2014/07/Law-Society-Gazette_July-2014_Cover-story.pdf,2014,privati lawyer
http://www.ebuyer.com/blog/2014/10/thousands-of-right-to-be-forgotten-requests-are-uk-based/,2014,blog internet
http://www.grundrechte.ch/CMS//google-muss-suchergebnisse-loeschen.html,2014,privati lawyer
http://www.geeksquad.co.uk/articles/what-is-the-right-to-be-forgotten,2014,privati informatici
"http://noticias.terra.com.co/ciencia/mario-costeja-google-era-una-gran-herramienta-y-ahora-es-perfecta,948c66dabc6f5410VgnCLD200000b0bf46d0RCRD.html",2014,news
http://jasonwalsh.ie/jw/?p=1825,2014,privati giornalisti
http://itlaw.wikia.com/wiki/Factsheet_on_the_'Right_to_be_Forgotten'_ruling,2014,social
https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=441&cad=rja&uact=8&ved=0CK8CEBYwKDiQAw&url=http%3A%2F%2Feuropa.eu%2Frapid%2Fpress-release_CJE-14-70_ro.pdf&ei=rrCSVJmzJYzaavrTgfgI&usg=AFQjCNGrg3u6MiI1J7G6FFsguOldpaBHCA,2014,enti pubblici
http://www.wired.co.uk/news/archive/2014-05/13/right-to-be-forgotten-ruling,2014,news
http://europa.eu/rapid/press-release_CJE-14-70_pl.htm,2014,enti pubblici
http://europa.eu/rapid/press-release_CJE-13-77_sv.htm,2013,enti pubblici
https://www.bestvpn.com/blog/9826/what-the-european-ruling-on-right-to-be-forgotten-means/,2014,blog internet
http://ryersonjournalism.ca/2014/12/09/unpublishing-digital-content-changes-the-public-record-critics-say/,2014,news
http://curia.europa.eu/jcms/upload/docs/application/pdf/2014-05/cp140070lv.pdf,2014,enti pubblici
http://www.nzherald.co.nz/technology/news/article.cfm?c_id=5&objectid=11254958,2014,news
http://www.smithpartnership.co.uk/the-right-to-be-forgotten.aspx,2014,privati lawyer
https://denhollander.info/artikel/11606,2014,privati accademia
http://www.law.cam.ac.uk/press/news/2014/11/david-erdos-interviewed-on-the-right-to-be-forgotten/2806,2014,privati accademia
http://www.usnews.com/opinion/articles/2014/05/13/should-eu-google-users-have-privacy-rights-to-remove-search-links,2014,news
http://www.bbc.co.uk/mundo/noticias/2014/05/140513_tecnologia_derecho_olvido_ue_sentencia_aa,2014,news
http://www.bbc.com/news/business-28130581,2014,news
http://vision.visaeurope.com/article/the-right-to-be-forgotten-drawing-the-line/5099103178fd3b691a1a20ef56e08c2c,2014,privati
https://mac.gov.pl/aktualnosci/trybunal-sprawiedliwosci-unii-europejskiej-potwierdza-prawo-do-bycia-zapomnianym-w,2014,enti pubblici
https://www.meneame.net/m/tecnolog%C3%ADa/inolvidable-historia-embargo-moroso-mario-costeja-gonzalez,2014,blog internet
http://blogs.wsj.com/digits/2014/06/26/the-right-to-be-forgotten-before-and-after/,2014,blog internet
http://europeanlawblog.eu/?tag=directive-9546-ec,2014,enti pubblici
http://www.smh.com.au/world/google-removes-first-search-results-after-eu-ruling-20140626-zsnn9.html,2014,news
http://www.theguardian.com/technology/2014/may/30/google-good-faith-fogotten-patience-ruling-internet,2014,news
http://www.csrandthelaw.com/2014/05/13/european-court-establishes-right-to-be-forgotten-online/,2014,privati lawyer
http://europa.eu/rapid/press-release_CJE-14-70_bg.htm,2014,enti pubblici
http://solutions.wolterskluwer.com/blog/2014/10/the-right-to-be-forgotten/,2014,blog internet
http://www.clarin.com/sociedad/Derecho-olvido-debate-mundial_0_1142285832.html,2014,news
http://www.csmonitor.com/The-Culture/Verbal-Energy/2014/0529/Grasping-the-idea-of-what-it-means-to-forget,2014,news
http://eulitigationblog.com/2014/06/07/case-c-13112-google-spain-responsibility-of-search-engine-operators-for-the-processing-of-personal-data/comment-page-1/,2014,blog lawyer
http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62012CC0131,2013,enti pubblici
http://www.carnglobal.com/brand-ruling-could-open-floodgates/,2014,privati online data analysis
http://www.digitaltrends.com/mobile/european-court-rules-google-must-remove-links-personal-material-requested/,2014,privati lawyer
http://motherboard.vice.com/read/eu-google-has-to-let-you-be-forgotten,2014,news
http://www.ip-rechtsberater.de/38571.htm,2014,privati lawyer
http://www.forbes.com/sites/nigamarora/2014/05/13/forgetting-could-get-expensive-for-google-and-others/,2014,news
http://www.ft.com/intl/cms/s/0/ca59746e-da84-11e3-a448-00144feabdc0.html#axzz3M6OwYOzr,2014,news
http://www.barrysookman.com/2014/12/01/the-right-to-be-forgotten-guideline-from-the-article-29-working-party/,2014,privati lawyer
http://diepresse.com/home/recht/rechtallgemein/3804684/EuGH_Recht-auf-Vergessenwerden-durch-Google,2014,news
http://fionainwonderland.com/2014/06/23/the-right-to-be-forgotten-forgetting-and-resolving-the-conflict-that-lies-between/,2014,privati
http://theday.co.uk/international/google-ordered-to-cut-links-with-the-past,2014,news
http://blawblaw.se/tag/international-law/,2014,privati lawyer
http://blawblaw.se/tag/internet-intermediaries/,2014,privati lawyer
http://blawblaw.se/tag/c-13112/,2014,privati lawyer
https://freedom-to-tinker.com/blog/abridy/google-spain-and-the-right-to-be-forgotten/,2014,blog internet
http://mediawatch.dk/Medienyt/article6727909.ece,2014,news
http://europa.eu/rapid/press-release_CJE-14-70_hr.htm,2014,enti pubblici
http://www.covario.com/tag/privacy/,2014,privati informatici
http://www.covario.com/tag/google-updates/,2014,privati informatici
http://www.globallawwatch.com/2014/05/jurisdictional-reach-of-eu-privacy-laws-clarified-right-to-be-forgotten-affirmed-in-landmark-european-court-of-justice-decision/,2014,privati lawyer
http://www.mondaq.com/australia/x/315918/Social+Media/The+European+Court+of+Justice+rules+on+the+right+to+be+forgotten+in+data+protection,2014,news
http://www.computing.co.uk/ctg/opinion/2346491/the-right-to-be-forgotten-forgetting-the-practicalities,2014,news
http://www.pbs.org/newshour/rundown/google-reinstates-links-criticism-censorship/,2014,news
https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=498&cad=rja&uact=8&ved=0CKcFEBYwYTiQAw&url=http%3A%2F%2Fwww.rijksoverheid.nl%2Fbestanden%2Fdocumenten-en-publicaties%2Fkamerstukken%2F2014%2F07%2F03%2Farrest-hof-van-justitie-eu-van-13-mei-2014-inzake-google-aepd%2Flp-v-j-0000005972.pdf&ei=rrCSVJmzJYzaavrTgfgI&usg=AFQjCNFS6yoZnO9IWzHsH5MqqOTsfJAe6w,2014,enti pubblici
http://www.wired.co.uk/news/archive/2014-07/30/right-to-be-forgotten-is-wrong,2014,news
http://www.businessweek.com/articles/2014-05-30/how-google-will-allow-europeans-to-be-forgotten,2014,news
http://sites.securepaynet.net/redirect_0.html,,
http://gg.ieeeiitr.com/currentissue/,2014,news
https://www.123-reg.co.uk/blog/search-engines/rewriting-history-on-google-the-right-to-be-forgotten-online/,2014,blog
http://www.bbc.com/news/magazine-28562156,2014,news
https://www.linkedin.com/pulse/20140612200707-3914877-why-we-need-the-right-to-be-forgotten,2014,social
http://www.ispreview.co.uk/index.php/2014/05/eu-court-rules-people-sometimes-right-forgotten-online.html,2014,privati informatici
http://eur-lex.europa.eu/legal-content/IT/TXT/?uri=CELEX:62012CJ0131,2014,enti pubblici
http://www.saflii.org/za/journals/DEREBUS/2014/238.html,2014,enti pubblici
http://www.pbs.org/newshour/rundown/google-reinstates-links-criticism-censorship/,2014,news
http://www.wired.co.uk/news/archive/2014-07/30/right-to-be-forgotten-is-wrong,2014,news
http://www.businessweek.com/articles/2014-05-30/how-google-will-allow-europeans-to-be-forgotten,2014,news
http://gg.ieeeiitr.com/currentissue/,2014,news
https://www.123-reg.co.uk/blog/search-engines/rewriting-history-on-google-the-right-to-be-forgotten-online/,2014,blog
http://www.bbc.com/news/magazine-28562156,2014,news
https://www.linkedin.com/pulse/20140612200707-3914877-why-we-need-the-right-to-be-forgotten,2014,social
http://www.ispreview.co.uk/index.php/2014/05/eu-court-rules-people-sometimes-right-forgotten-online.html,2014,privati informatici
http://www.saflii.org/za/journals/DEREBUS/2014/238.html,2014,enti pubblici
http://www.jdsupra.com/legalnews/the-right-to-be-forgotten-57103/,2014,privati
